id	name	sido	gu	addr	x	y	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	class_2023	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022	student_2023
S100001101	방산초등학교	강원	양구군	강원도 양구군 방산면 평화로 5121-7	127.9442294	38.2099543	7	7	7	7	6	6	6	6	6	6	5	5	6	6	6	5	93	90	88	71	64	63	43	43	28	32	23	22	24	20	20	16
S100001103	비봉초등학교	강원	양구군	강원도 양구군 양구읍 관공서로 56	127.9878204	38.1104921	15	15	15	14	14	13	13	13	13	13	11	11	10	10	11	9	369	357	323	280	264	218	200	193	174	168	157	161	142	141	145	131
S100001108	양구초등학교	강원	양구군	강원도 양구군 양구읍 양구새싹로 48	127.9909446	38.10268	19	19	20	20	20	23	27	27	27	27	28	29	28	26	24	25	514	478	445	460	486	503	576	591	608	580	608	602	560	504	493	491
S100001115	용하초등학교	강원	양구군	강원도 양구군 국토정중앙면 정중앙로 624-7	128.03533	38.1099435	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	107	97	90	80	78	63	57	56	54	49	52	49	41	36	37	48
S100001118	원당초등학교	강원	양구군	강원도 양구군 동면 원당길52번길 9-17	128.0442722	38.188148	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	57	48	53	40	36	39	29	27	26	31	29	32	35	29	29	26
S100001120	임당초등학교	강원	양구군	강원도 양구군 동면 금강산로 1673	128.0424752	38.2013783	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	93	78	81	75	85	88	53	61	49	42	30	29	38	40	49	52
NONE	임당초등학교팔랑분교장	강원	양구군	강원도 양구군 동면 팔랑1리1289-3	128.058834	38.211879	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	20	10	13	6	0	0	0	0	0	0	0	0	0	0	0	0
S100001122	죽리초등학교	강원	양구군	강원도 양구군 국토정중앙면 춘양로 2726	127.9937074	38.0702906	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	73	73	95	95	84	71	77	101	80	86	81	85	86	87	90	85
S100001128	한전초등학교	강원	양구군	강원도 양구군 양구읍 금강산로 858	128.0164785	38.1492792	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	56	56	60	48	45	46	71	54	54	39	45	51	39	44	35	35
S100001129	해안초등학교	강원	양구군	강원도 양구군 해안면 펀치볼로 1341-33	128.1381093	38.289833	7	7	7	7	7	7	7	7	7	7	7	6	5	4	5	4	83	75	73	69	68	70	68	51	43	47	35	21	21	22	22	19
S100001003	강현초등학교	강원	양양군	강원도 양양군 강현면 진미로12번길 22	128.60385	38.149665	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	78	67	61	60	55	57	59	56	48	49	51	48	54	65	65	58
S100001006	광정초등학교	강원	양양군	강원도 양양군 현북면 하조대1길 38	128.7250406	38.0185519	6	6	6	6	6	6	6	6	6	6	6	6	5	5	4	5	49	56	51	46	54	55	49	29	40	38	23	23	20	28	19	25
S100001008	남애초등학교	강원	양양군	강원도 양양군 현남면 갯마을길 10	128.7808	37.946593	4	4	4	5	5	4	3	3	4	3	3	3	3	3	4	4	30	28	26	30	21	16	10	12	13	11	12	16	13	10	14	14
NONE	남천초등학교	강원	양양군	강원 양양군 현북면 도리33번지	128.6273432	38.0037971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100001013	상평초등학교	강원	양양군	강원도 양양군 서면 물윗구미길 25	128.585888	38.073375	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	48	57	52	46	49	58	57	58	52	57	50	49	50	55	46	32
S100001004	상평초등학교공수전분교장	강원	양양군	강원도 양양군 서면 구룡령로 2855	128.5573	38.041792	3	3	3	3	2	1	1	2	2	2	2	3	3	3	3	2	11	20	20	19	5	2	2	7	7	7	7	8	9	9	8	6
S100001025	상평초등학교오색분교장	강원	양양군	강원도 양양군 서면 설악로 1173	128.479138	38.074358	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	7
S100001044	상평초등학교현서분교장	강원	양양군	강원도 양양군 서면 구룡령로 2125	128.5294378	37.9886998	3	3	2	2	3	3	2	2	2	2	2	2	2	2	2	1	13	7	5	4	5	6	5	5	4	4	3	3	6	7	6	5
S100001020	손양초등학교	강원	양양군	강원도 양양군 손양면 손중로 202	128.6429634	38.0603823	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	61	60	55	50	44	31	30	36	40	42	46	48	49	36	29	28
S100001021	송포초등학교	강원	양양군	강원도 양양군 손양면 동명로 321-11	128.6565305	38.0895001	4	4	4	5	4	4	4	4	3	3	5	4	4	5	5	6	29	25	31	27	17	13	11	11	8	11	23	17	22	29	27	30
S100001022	양양초등학교	강원	양양군	강원도 양양군 양양읍 군청길 39	128.6214375	38.0768417	32	31	31	29	28	29	27	26	25	26	25	25	24	24	24	25	926	849	806	743	695	623	576	556	534	528	505	534	510	519	501	484
NONE	오색초등학교	강원	양양군	강원도 양양군 서면 설악로 1173	128.479138	38.074358	3	3	3	3	3	3	3	4	4	3	2	0	0	0	0	0	12	11	10	14	10	6	9	11	10	7	4	0	0	0	0	0
S100001029	인구초등학교	강원	양양군	강원도 양양군 현남면 해송천로 10	128.758425	37.968076	7	7	7	7	7	7	7	7	7	7	6	6	5	5	5	5	76	75	74	65	61	57	52	45	32	34	38	31	31	31	32	30
NONE	인구초등학교임호분교장	강원	양양군	강원도 양양군 현남면 화상천로 164	128.776887	37.925651	3	0	3	3	4	4	4	3	4	3	2	2	1	0	0	0	5	0	14	28	13	12	11	11	9	6	5	4	2	0	0	0
NONE	인구초등학교장임호분교장	강원	양양군	강원 양양군 현남면 임호정리258-2	128.7768551	37.9254315	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100001035	조산초등학교	강원	양양군	강원도 양양군 양양읍 동해대로 3020	128.632375	38.113724	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	108	101	85	77	73	65	57	55	54	42	39	40	41	42	39	35
S100001042	한남초등학교	강원	양양군	강원도 양양군 서면 남대천로 218	128.60765	38.056283	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41	40	43	46	48	46	60	63	60	65	60	62	49	42	35	24
S100001043	현북초등학교	강원	양양군	강원도 양양군 현북면 송이로 222	128.697375	38.015767	3	3	3	3	4	5	5	5	4	4	3	3	4	5	6	6	16	13	17	18	21	25	21	21	20	12	9	12	18	27	44	55
S100001047	현성초등학교	강원	양양군	강원도 양양군 현북면 어성전길 114	128.6650838	37.9519879	3	3	3	4	5	5	5	5	4	4	4	3	3	4	4	3	18	19	29	36	35	22	19	15	15	16	14	11	11	12	12	11
S100001050	회룡초등학교	강원	양양군	강원도 양양군 강현면 회룡1길 161	128.576938	38.135382	5	5	6	6	6	6	6	6	6	6	6	6	5	5	5	5	42	46	46	45	40	37	38	42	38	33	30	31	26	27	23	27
S100001160	구래초등학교	강원	영월군	강원도 영월군 상동읍 교촌길 20	128.83955	37.1429487	6	5	6	7	6	7	6	6	5	5	5	4	4	4	4	4	37	31	33	36	29	31	28	18	16	16	17	16	19	16	16	14
S100001173	내성초등학교	강원	영월군	강원도 영월군 영월읍 내성안길 9	128.4746	37.19036	10	11	11	12	12	12	12	13	13	13	13	13	12	12	11	10	245	224	205	205	205	202	208	186	181	167	171	171	158	159	148	135
S100001174	녹전초등학교	강원	영월군	강원도 영월군 산솔면 유전길 3-2	128.6815376	37.148008	6	6	5	6	6	6	6	6	6	5	5	5	5	5	5	6	48	53	49	43	34	36	34	31	25	20	24	25	26	24	24	28
S100001183	마차초등학교	강원	영월군	강원도 영월군 북면 밤재로 221	128.4537253	37.2574342	3	3	3	4	4	4	5	5	6	6	6	6	6	6	6	6	21	23	14	18	16	19	27	24	22	23	25	23	26	23	28	22
NONE	마차초등학교공기분교장	강원	영월군	강원도 영월군 북면 굴앞마을길 3	128.4348131	37.3091601	3	2	3	3	2	2	2	2	2	2	2	1	0	0	0	0	8	5	5	6	4	6	6	7	7	6	6	3	0	0	0	0
NONE	마차초등학교문곡분교장	강원	영월군	강원도 영월군 북면 문곡리340번지	128.4136468	37.244075	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NONE	마차초등학교연덕분교장	강원	영월군	강원도 영월군 북면 삼방산길 53-14	128.426777	37.2880295	2	3	3	3	3	3	3	2	2	2	0	0	0	0	0	0	6	10	17	17	10	12	10	8	6	4	0	0	0	0	0	0
S100001189	무릉초등학교	강원	영월군	강원도 영월군 무릉도원면 중방안길 68	128.2677547	37.2898179	6	6	6	6	6	7	7	7	7	7	7	7	7	6	6	6	38	34	25	30	27	33	37	38	42	41	38	42	36	37	33	28
S100001203	봉래초등학교	강원	영월군	강원도 영월군 영월읍 중앙로 168-17	128.4754	37.177168	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	179	148	168	136	128	119	128	118	108	97	101	96	80	84	87	71
NONE	봉래초등학교거운분교장	강원	영월군	강원도 영월군 영월읍 동강로 871-4	128.5120578	37.2363882	3	3	3	2	2	2	2	2	2	2	3	2	1	1	0	0	7	6	5	4	5	7	4	4	3	5	5	3	2	2	0	0
NONE	봉래초등학교문산분교장	강원	영월군	강원도 영월군 영월읍 동강로 1488-23	128.5263191	37.2691886	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	7	10	8	7	5	3	0	0	0	0	0	0	0	0	0	0
S100001211	신천초등학교	강원	영월군	강원도 영월군 한반도면 신천길 4	128.3289254	37.2361264	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	52	56	51	48	46	42	43	35	34	32	25	25	23	24	44	54
S100001214	쌍룡초등학교	강원	영월군	강원도 영월군 한반도면 무동길 50	128.31915	37.1779596	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	80	68	61	57	54	46	44	37	35	40	39	38	38	34	37	35
NONE	쌍룡초등학교토교분교장	강원	영월군	강원도 영월군 남면 토교로 301	128.3090659	37.1598319	3	3	3	3	3	3	3	3	3	3	3	2	1	0	0	0	17	11	11	11	9	8	8	8	7	6	6	4	2	0	0	0
S100001219	연당초등학교	강원	영월군	강원도 영월군 남면 연당로 17	128.4019574	37.1863679	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	54	50	52	49	51	48	41	36	36	32	35	41	30	35	29	28
S100001227	영월초등학교	강원	영월군	강원도 영월군 영월읍 하송안길 100	128.46845	37.1822346	36	36	36	34	37	37	37	36	34	32	30	29	29	28	29	29	1123	1089	996	942	922	873	809	774	741	697	669	643	609	605	598	579
NONE	영월초등학교연상분교장	강원	영월군	강원도 영월군 중동면 영월로 3815-1	128.6139959	37.1991036	3	3	3	3	4	4	3	3	3	2	2	0	0	0	0	0	19	18	19	18	15	13	11	12	11	8	5	0	0	0	0	0
S100001226	영월초등학교연하분교장	강원	영월군	강원도 영월군 영월읍 영월로 2986-5	128.548218	37.189302	4	3	3	2	2	3	2	2	3	3	3	2	2	1	1	0	9	8	8	5	8	11	6	8	11	10	8	5	4	3	2	0
S100001233	옥동초등학교	강원	영월군	강원도 영월군 김삿갓면 영월동로 1679	128.5700792	37.1301635	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	51	57	56	57	50	46	40	38	38	37	40	34	34	36	32	30
NONE	옥동초등학교조제분교장	강원	영월군	강원도 영월군 김삿갓면 내리40 번지	128.7554308	37.070214	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S100001249	주천초등학교	강원	영월군	강원도 영월군 주천면 주천로 89	128.2682984	37.2711956	8	7	9	9	8	7	7	7	7	7	7	7	7	7	7	7	186	174	164	140	126	105	106	105	91	91	86	79	62	66	62	61
NONE	청령초등학교	강원	영월군	강원도 영월군 영월읍 청령포로 191	128.4414	37.1806263	4	4	5	5	6	6	6	6	6	0	0	0	0	0	0	0	27	27	30	29	34	33	40	42	43	0	0	0	0	0	0	0
S100001259	청령포초등학교	강원	영월군	강원도 영월군 영월읍 청령포로 191	128.4414	37.1806263	0	0	0	0	0	0	0	0	0	6	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	55	71	75	64	64	58	48
S100001321	고산초등학교	강원	원주시	강원도 원주시 호저면 호저로 873	127.9279294	37.4461496	5	5	5	5	5	5	4	4	5	6	5	6	6	6	6	6	43	38	33	30	26	25	17	17	24	32	32	44	51	55	60	54
S100001323	관설초등학교	강원	원주시	강원도 원주시 치악로 1355	127.976013	37.308733	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	101	90	76	68	64	63	58	53	53	43	47	49	37	52	41	42
S100001324	교동초등학교	강원	원주시	강원도 원주시 명륜로 9	127.947175	37.338732	25	22	21	20	20	20	21	20	19	19	19	19	18	20	19	18	780	687	613	536	487	445	425	394	375	385	355	366	363	366	353	326
S100001325	교학초등학교	강원	원주시	강원도 원주시 소초면 토동길 20	128.0558	37.435143	4	3	4	5	5	6	5	5	6	6	6	6	6	7	7	6	33	24	24	27	29	29	24	23	23	27	32	34	31	39	43	29
S100003739	구곡초등학교	강원	원주시	강원도 원주시 늘품로 64	127.9527018	37.325048	30	36	37	38	38	37	37	37	37	38	41	39	37	36	34	33	1048	1165	1193	1187	1125	1084	1058	1022	1017	1005	1062	1027	927	816	739	688
S100001330	귀래초등학교	강원	원주시	강원도 원주시 귀래면 북원로 89	127.8836388	37.169148	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	74	60	44	39	43	36	35	41	57	73	75	65	59	62	53	40
NONE	귀래초등학교귀운분교장	강원	원주시	강원도 원주시 귀래면 고청길 9	127.863675	37.2243346	3	3	3	3	3	3	2	2	0	0	0	0	0	0	0	0	15	15	13	11	10	7	4	4	0	0	0	0	0	0	0	0
S100001335	금대초등학교	강원	원주시	강원도 원주시 판부면 금대길 10	127.996422	37.2891722	4	4	5	4	4	4	5	5	5	7	7	7	7	7	7	7	17	15	19	13	9	12	17	14	21	26	43	52	52	51	53	41
S100001338	남원주초등학교	강원	원주시	강원도 원주시 늘품로 28	127.951263	37.322658	49	48	48	49	48	46	46	44	41	40	38	37	35	36	38	36	1711	1651	1628	1597	1478	1372	1275	1179	1084	1046	1011	968	854	896	851	788
S100001341	단계초등학교	강원	원주시	강원도 원주시 북원로 2387	127.93615	37.359107	22	22	21	23	22	22	22	27	27	27	29	30	29	29	29	29	722	649	656	612	574	579	567	660	647	677	721	695	688	663	657	623
S100003713	단관초등학교	강원	원주시	강원도 원주시 단관초교길 14	127.9636713	37.317602	39	43	43	43	46	48	48	48	47	45	45	42	37	36	34	34	1364	1494	1521	1600	1601	1498	1456	1378	1273	1189	1137	1059	907	853	800	740
S100001342	단구초등학교	강원	원주시	강원도 원주시 단구초교길 5	127.963863	37.322575	29	26	24	22	20	18	18	19	17	18	18	18	17	16	16	15	932	802	707	621	530	449	428	414	373	365	365	351	331	300	300	292
S100003709	동화초등학교	강원	원주시	강원도 원주시 문막읍 왕건로 83	127.8288	37.3270833	32	32	33	32	31	34	34	32	30	28	26	24	29	18	17	16	973	948	894	809	790	769	749	687	637	578	535	448	479	360	333	291
S100001344	둔둔초등학교	강원	원주시	강원도 원주시 소초면 버덩마을길 7	127.9793	37.446635	6	6	6	6	6	6	8	8	9	8	9	9	6	6	6	6	96	79	74	98	87	134	137	147	158	145	152	119	103	100	73	67
S100003820	만대초등학교	강원	원주시	강원도 원주시 만대로 65	127.9203813	37.3393936	0	0	0	18	27	28	35	37	36	36	36	34	33	34	34	32	0	0	0	585	830	917	965	962	916	919	930	842	806	773	772	699
S100001345	만종초등학교	강원	원주시	강원도 원주시 호저면 원문로 599	127.9018546	37.3555043	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	102	96	72	60	51	43	65	85	81	94	91	82	74	79	78	81
S100001347	매지초등학교	강원	원주시	강원도 원주시 흥업면 북원로 1324	127.906638	37.269192	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	75	65	67	68	63	74	65	61	61	63	58	53	43	42	45	41
S100001348	명륜초등학교	강원	원주시	강원도 원주시 행구로 25	127.9584497	37.3425613	39	36	33	35	33	31	30	29	28	27	26	24	20	21	21	22	1319	1186	1016	1031	931	845	808	742	723	660	629	558	462	450	414	383
S100003714	무실초등학교	강원	원주시	강원도 원주시 만대로 155	127.9222267	37.3348471	41	42	47	42	40	40	37	34	29	29	30	28	30	24	24	25	1529	1627	1711	1292	1190	1156	972	860	750	725	711	677	650	542	529	504
S100001349	문막초등학교	강원	원주시	강원도 원주시 문막읍 건등로 28-11	127.820538	37.31285	23	22	23	22	21	22	21	21	21	21	21	22	27	24	20	21	647	608	569	546	487	437	423	413	401	408	418	492	486	443	409	390
NONE	문막초등학교취병분교장	강원	원주시	강원도 원주시 문막읍 내신동1길 60-39	127.8002765	37.3063244	3	3	3	3	3	1	0	0	0	0	0	0	0	0	0	0	10	11	10	11	7	2	0	0	0	0	0	0	0	0	0	0
S100001351	반계초등학교	강원	원주시	강원도 원주시 문막읍 원문로 2265	127.7908416	37.291909	7	6	7	7	7	7	7	7	7	6	6	6	6	6	6	6	63	48	49	61	61	70	75	73	79	66	61	54	48	39	32	36
S100003745	반곡초등학교	강원	원주시	강원도 원주시 동부순환로 247	127.9731077	37.3374105	14	26	33	36	39	43	43	43	44	44	44	44	46	45	46	49	422	882	1078	1182	1285	1281	1257	1328	1304	1254	1172	1177	1161	1095	1128	1128
S100003844	버들초등학교	강원	원주시	강원도 원주시 건강로 80	127.9864228	37.3202592	0	0	0	0	0	0	0	0	23	35	39	45	49	52	50	51	0	0	0	0	0	0	0	0	686	947	1112	1165	1226	1243	1204	1153
S100001354	봉대초등학교	강원	원주시	강원도 원주시 혁신로 300	127.9879399	37.3340789	7	7	7	7	7	7	8	15	18	23	30	33	34	36	38	41	75	56	56	45	49	72	170	303	366	541	724	764	841	879	902	998
S100001355	부론초등학교	강원	원주시	강원도 원주시 부론면 법천시장길 58	127.7487758	37.2083136	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	69	67	53	43	48	49	55	47	50	57	51	46	40	38	33	26
S100001358	북원초등학교	강원	원주시	강원도 원주시 단구로 60	127.937963	37.343065	25	24	22	19	17	16	16	16	15	15	13	13	13	12	12	12	770	687	600	500	450	396	383	347	302	291	265	230	201	196	195	176
S100001359	비두초등학교	강원	원주시	강원도 원주시 문막읍 귀문로 1070	127.8349897	37.2616433	3	3	3	3	3	4	4	4	4	5	6	6	6	6	6	5	22	20	19	15	11	13	10	15	18	21	31	30	27	29	25	21
S100001361	산현초등학교	강원	원주시	강원도 원주시 호저면 칠봉로 347	127.893488	37.42521	4	4	3	3	4	3	4	4	4	4	4	4	6	6	6	6	25	23	17	14	13	14	15	11	10	13	14	14	38	48	46	42
S100004018	샘마루초등학교	강원	원주시	강원도 원주시 지정면 신지정로 264	127.8711007	37.3794991	0	0	0	0	0	0	0	0	0	0	0	0	0	37	44	51	0	0	0	0	0	0	0	0	0	0	0	0	0	908	1086	1202
S100001363	서곡초등학교	강원	원주시	강원도 원주시 판부면 용수골길 159	127.9388478	37.298229	6	6	6	6	6	8	9	9	9	11	13	13	13	13	11	11	89	87	98	103	120	144	144	147	155	181	182	174	170	171	142	129
S100001365	서원주초등학교	강원	원주시	강원도 원주시 남원로469번길 61	127.9395891	37.3271631	48	45	44	40	40	38	37	37	34	34	33	32	29	28	30	30	1727	1551	1412	1309	1228	1143	1044	1002	940	887	849	803	733	668	652	710
S100003975	섬강초등학교	강원	원주시	강원도 원주시 지정면 가곡로 91	127.8739273	37.3793065	0	0	0	0	0	0	0	0	0	0	0	38	55	50	54	56	0	0	0	0	0	0	0	0	0	0	0	956	1568	1242	1299	1360
S100001366	소초초등학교	강원	원주시	강원도 원주시 소초면 평장안골1길 15	128.0043033	37.4176926	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	84	59	54	62	61	49	50	48	52	52	57	59	64	63	60	50
S100003836	솔샘초등학교	강원	원주시	강원도 원주시 무실로 381	127.9295665	37.3299704	0	0	0	0	0	0	12	26	30	36	39	40	39	40	41	40	0	0	0	0	0	0	233	650	855	963	1024	1041	1022	960	979	933
S100001370	신림초등학교	강원	원주시	강원도 원주시 신림면 치악로 34	128.078438	37.231526	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	123	107	92	89	81	86	76	66	57	50	49	49	41	48	43	44
S100001373	신평초등학교	강원	원주시	강원도 원주시 지정면 신무로 336	127.892319	37.3848968	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	58	60	57	57	57	43	45	43	46	52	55	68	86	95	93	75
S100001375	우산초등학교	강원	원주시	강원도 원주시 우산초교길 84	127.932738	37.36944	15	15	15	14	13	13	14	16	15	13	13	13	13	13	13	13	466	398	369	309	305	330	332	346	311	283	270	272	235	208	219	226
S100001376	원주삼육초등학교	강원	원주시	강원도 원주시 북원로 1996	127.9237984	37.3262235	15	16	17	18	17	18	18	18	17	18	18	18	18	18	18	18	453	452	494	519	470	462	484	462	480	514	534	526	551	545	546	534
S100001377	원주초등학교	강원	원주시	강원도 원주시 봉산로 15	127.9588393	37.3479086	27	25	22	21	19	17	17	15	14	15	14	14	13	13	13	13	880	704	594	512	443	391	379	346	331	315	302	266	246	231	213	195
S100001379	일산초등학교	강원	원주시	강원도 원주시 일산초교길 1	127.942175	37.346365	29	27	25	23	21	20	19	19	19	18	17	17	16	15	15	15	926	831	760	678	603	510	439	419	404	377	346	352	307	275	274	249
S100001380	장양초등학교	강원	원주시	강원도 원주시 북원로 2868	127.954138	37.398749	20	16	14	13	13	12	12	12	12	10	10	9	8	7	7	7	541	448	376	339	306	279	259	235	213	178	177	156	125	97	92	87
S100001382	중앙초등학교	강원	원주시	강원도 원주시 남산로 181	127.939075	37.35274	22	20	18	16	15	14	13	13	13	13	12	13	13	13	13	13	664	575	509	398	362	334	314	282	260	250	247	223	205	203	187	173
S100001383	지정초등학교	강원	원주시	강원도 원주시 지정면 지정로 103	127.845725	37.348074	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	94	66	67	56	49	53	53	53	53	60	59	56	60	47	55	55
S100001392	치악초등학교	강원	원주시	강원도 원주시 한지공원길 77	127.9392	37.331558	31	29	25	24	22	21	20	18	16	15	14	14	13	13	19	19	940	857	753	663	593	526	468	411	375	334	295	272	230	229	322	356
S100003292	태봉초등학교	강원	원주시	강원도 원주시 흥양로51번길 113	127.9565625	37.3862071	38	37	36	34	32	31	31	31	29	29	25	23	25	24	24	23	1257	1226	1108	1011	888	824	793	743	731	683	611	566	556	515	482	467
S100001393	태장초등학교	강원	원주시	강원도 원주시 현충로 260	127.9508146	37.3770403	34	34	33	35	33	32	33	36	34	33	33	33	30	30	29	27	1123	1079	1059	1022	967	883	918	938	891	856	862	820	719	683	629	572
S100001395	평원초등학교	강원	원주시	강원도 원주시 금불2길 20	127.9312	37.349632	36	34	34	34	31	30	28	32	31	33	35	35	39	37	39	39	1229	1130	1079	1007	913	857	755	729	722	756	810	852	823	816	849	856
S100001396	학성초등학교	강원	원주시	강원도 원주시 치악로 2009-9	127.9588422	37.3608519	31	30	30	31	31	32	32	30	29	28	27	26	26	27	27	26	1060	998	980	953	898	863	846	771	719	685	654	602	610	592	553	540
