sido	gu	name	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022
강원	원주시	단계초등학교	22	22	21	23	22	22	22	27	27	27	29	30	29	29	29	722	649	656	612	574	579	567	660	647	677	721	695	688	663	657
강원	원주시	단관초등학교	39	43	43	43	46	48	48	48	47	45	45	42	37	36	34	1364	1494	1521	1600	1601	1498	1456	1378	1273	1189	1137	1059	907	853	800
강원	원주시	단구초등학교	29	26	24	22	20	18	18	19	17	18	18	18	17	16	16	932	802	707	621	530	449	428	414	373	365	365	351	331	300	300
강원	원주시	동화초등학교	32	32	33	32	31	34	34	32	30	28	26	24	29	18	17	973	948	894	809	790	769	749	687	637	578	535	448	479	360	333
강원	원주시	둔둔초등학교	6	6	6	6	6	6	8	8	9	8	9	9	6	6	6	96	79	74	98	87	134	137	147	158	145	152	119	103	100	73
강원	원주시	만대초등학교	0	0	0	18	27	28	35	37	36	36	36	34	33	34	34	0	0	0	585	830	917	965	962	916	919	930	842	806	773	772
강원	원주시	만종초등학교	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	102	96	72	60	51	43	65	85	81	94	91	82	74	79	78
강원	원주시	매지초등학교	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	75	65	67	68	63	74	65	61	61	63	58	53	43	42	45
강원	원주시	명륜초등학교	39	36	33	35	33	31	30	29	28	27	26	24	20	21	21	1319	1186	1016	1031	931	845	808	742	723	660	629	558	462	450	414
강원	원주시	무실초등학교	41	42	47	42	40	40	37	34	29	29	30	28	30	24	24	1529	1627	1711	1292	1190	1156	972	860	750	725	711	677	650	542	529
강원	원주시	문막초등학교	23	22	23	22	21	22	21	21	21	21	21	22	27	24	20	647	608	569	546	487	437	423	413	401	408	418	492	486	443	409
강원	원주시	문막초등학교취병분교장	3	3	3	3	3	1	0	0	0	0	0	0	0	0	0	10	11	10	11	7	2	0	0	0	0	0	0	0	0	0
강원	원주시	반계초등학교	7	6	7	7	7	7	7	7	7	6	6	6	6	6	6	63	48	49	61	61	70	75	73	79	66	61	54	48	39	32
강원	원주시	반곡초등학교	14	26	33	36	39	43	43	43	44	44	44	44	46	45	46	422	882	1078	1182	1285	1281	1257	1328	1304	1254	1172	1177	1161	1095	1128
강원	원주시	버들초등학교	0	0	0	0	0	0	0	0	23	35	39	45	49	52	50	0	0	0	0	0	0	0	0	686	947	1112	1165	1226	1243	1204
강원	원주시	봉대초등학교	7	7	7	7	7	7	8	15	18	23	30	33	34	36	38	75	56	56	45	49	72	170	303	366	541	724	764	841	879	902
강원	원주시	부론초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	69	67	53	43	48	49	55	47	50	57	51	46	40	38	33
강원	원주시	북원초등학교	25	24	22	19	17	16	16	16	15	15	13	13	13	12	12	770	687	600	500	450	396	383	347	302	291	265	230	201	196	195
강원	원주시	비두초등학교	3	3	3	3	3	4	4	4	4	5	6	6	6	6	6	22	20	19	15	11	13	10	15	18	21	31	30	27	29	25
강원	원주시	산현초등학교	4	4	3	3	4	3	4	4	4	4	4	4	6	6	6	25	23	17	14	13	14	15	11	10	13	14	14	38	48	46
강원	원주시	샘마루초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	37	44	0	0	0	0	0	0	0	0	0	0	0	0	0	908	1086
강원	원주시	서곡초등학교	6	6	6	6	6	8	9	9	9	11	13	13	13	13	11	89	87	98	103	120	144	144	147	155	181	182	174	170	171	142
강원	원주시	서원주초등학교	48	45	44	40	40	38	37	37	34	34	33	32	29	28	30	1727	1551	1412	1309	1228	1143	1044	1002	940	887	849	803	733	668	652
강원	원주시	섬강초등학교	0	0	0	0	0	0	0	0	0	0	0	38	55	50	54	0	0	0	0	0	0	0	0	0	0	0	956	1568	1242	1299
강원	원주시	소초초등학교	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	84	59	54	62	61	49	50	48	52	52	57	59	64	63	60
강원	원주시	솔샘초등학교	0	0	0	0	0	0	12	26	30	36	39	40	39	40	41	0	0	0	0	0	0	233	650	855	963	1024	1041	1022	960	979
강원	원주시	신림초등학교	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	123	107	92	89	81	86	76	66	57	50	49	49	41	48	43
강원	원주시	신평초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	58	60	57	57	57	43	45	43	46	52	55	68	86	95	93
강원	원주시	우산초등학교	15	15	15	14	13	13	14	16	15	13	13	13	13	13	13	466	398	369	309	305	330	332	346	311	283	270	272	235	208	219
강원	원주시	원주삼육초등학교	15	16	17	18	17	18	18	18	17	18	18	18	18	18	18	453	452	494	519	470	462	484	462	480	514	534	526	551	545	546
강원	원주시	원주초등학교	27	25	22	21	19	17	17	15	14	15	14	14	13	13	13	880	704	594	512	443	391	379	346	331	315	302	266	246	231	213
강원	원주시	일산초등학교	29	27	25	23	21	20	19	19	19	18	17	17	16	15	15	926	831	760	678	603	510	439	419	404	377	346	352	307	275	274
강원	원주시	장양초등학교	20	16	14	13	13	12	12	12	12	10	10	9	8	7	7	541	448	376	339	306	279	259	235	213	178	177	156	125	97	92
강원	원주시	중앙초등학교	22	20	18	16	15	14	13	13	13	13	12	13	13	13	13	664	575	509	398	362	334	314	282	260	250	247	223	205	203	187
강원	원주시	지정초등학교	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	94	66	67	56	49	53	53	53	53	60	59	56	60	47	55
강원	원주시	치악초등학교	31	29	25	24	22	21	20	18	16	15	14	14	13	13	19	940	857	753	663	593	526	468	411	375	334	295	272	230	229	322
강원	원주시	태봉초등학교	38	37	36	34	32	31	31	31	29	29	25	23	25	24	24	1257	1226	1108	1011	888	824	793	743	731	683	611	566	556	515	482
강원	원주시	태장초등학교	34	34	33	35	33	32	33	36	34	33	33	33	30	30	29	1123	1079	1059	1022	967	883	918	938	891	856	862	820	719	683	629
강원	원주시	평원초등학교	36	34	34	34	31	30	28	32	31	33	35	35	39	37	39	1229	1130	1079	1007	913	857	755	729	722	756	810	852	823	816	849
강원	원주시	학성초등학교	31	30	30	31	31	32	32	30	29	28	27	26	26	27	27	1060	998	980	953	898	863	846	771	719	685	654	602	610	592	553
강원	원주시	호저초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	81	69	66	61	50	45	44	45	50	55	68	67	60	60	50
강원	원주시	황둔초등학교	7	7	7	7	7	6	6	6	6	6	6	4	4	5	5	58	58	51	51	55	52	51	42	43	37	29	21	15	20	17
강원	원주시	흥양초등학교	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41	42	45	72	105	110	105	101	98	95	97	86	73	67	69
강원	원주시	흥업초등학교	9	9	7	7	10	12	12	13	12	13	13	13	13	12	14	194	152	145	138	161	177	185	201	209	218	225	224	207	224	257
강원	인제군	귀둔초등학교	6	6	5	5	5	6	7	7	6	6	6	6	6	6	6	44	33	27	20	18	26	31	28	24	21	25	19	18	24	18
강원	인제군	기린초등학교	14	14	14	13	13	13	16	15	13	13	13	13	13	13	12	343	356	313	307	281	260	278	243	219	223	221	199	193	183	189
강원	인제군	기린초등학교방동분교장	2	3	3	3	4	4	4	4	4	4	3	2	1	1	0	11	14	15	16	17	10	18	22	17	11	6	5	2	2	0
강원	인제군	기린초등학교진동분교장	3	2	2	1	2	1	2	1	2	2	2	2	2	2	2	9	7	7	6	3	5	4	2	5	7	5	7	6	6	4
강원	인제군	부평초등학교	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	179	147	158	137	121	107	98	88	88	99	92	90	90	79	56
강원	인제군	부평초등학교신월분교장	3	2	2	2	2	2	1	1	1	2	1	0	0	0	0	7	5	6	5	6	7	5	3	3	4	3	0	0	0	0
강원	인제군	상남초등학교	7	7	7	7	7	7	7	7	7	7	7	6	6	7	7	74	73	66	68	55	50	49	43	40	37	34	26	23	23	39
강원	인제군	서성초등학교	3	3	4	4	4	4	3	4	4	3	2	0	0	0	0	25	21	21	19	18	17	14	15	10	8	6	0	0	0	0
강원	인제군	서화초등학교	10	11	10	10	12	12	11	12	9	8	8	8	8	7	7	188	198	187	195	186	178	165	166	138	132	119	114	93	78	71
강원	인제군	서화초등학교서성분교장	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	3	6	5
강원	인제군	어론초등학교	6	6	6	6	6	7	7	8	8	8	8	8	7	6	6	85	78	78	80	72	86	95	105	121	134	123	126	117	85	76
강원	인제군	용대초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	100	97	94	70	60	44	45	45	44	47	45	38	34	29	30
강원	인제군	원통초등학교	18	16	16	16	15	19	20	17	18	18	15	16	17	15	14	453	392	357	349	317	367	357	342	349	297	303	299	310	293	262
강원	인제군	원통초등학교신덕분교장	3	2	3	3	3	3	3	2	1	2	2	2	2	2	1	7	7	9	10	12	12	10	5	3	7	7	5	6	5	3
강원	인제군	월학초등학교	4	3	4	4	4	3	2	5	5	5	5	5	5	4	4	35	26	23	20	16	10	10	24	21	19	21	21	19	18	17
강원	인제군	인제남초등학교	14	14	14	14	15	15	14	14	14	13	13	13	13	13	14	385	364	331	322	292	259	261	242	236	216	204	208	211	206	244
강원	인제군	인제초등학교	13	13	13	13	13	14	13	13	13	14	14	13	13	15	16	306	275	280	272	246	254	247	246	238	250	242	246	253	302	335
강원	인제군	인제초등학교가리산분교장	3	3	3	3	3	1	1	1	1	0	0	0	0	0	0	29	23	19	8	9	2	2	2	1	0	0	0	0	0	0
강원	인제군	하남초등학교	4	4	4	6	6	7	7	7	7	7	7	6	6	6	6	22	18	29	38	39	38	41	31	30	27	33	37	32	27	30
강원	인제군	한계초등학교	4	4	4	4	4	4	5	6	6	6	6	6	6	6	6	29	25	23	22	17	16	20	40	55	51	58	57	51	54	60
강원	정선군	갈래초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	62	58	46	48	48	47	47	46	47	40	41	45	56	55	58
강원	정선군	고한초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	107	97	92	79	85	87	94	96	88	89	76	61	65	60	56
강원	정선군	남선초등학교	7	7	7	6	6	6	7	7	7	7	7	7	7	6	7	53	54	43	40	38	33	45	44	43	42	41	40	28	31	30
강원	정선군	남선초등학교낙동분교장	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	정선군	남선초등학교남창분교장	2	2	2	3	2	2	2	2	2	2	2	3	3	3	2	5	6	7	9	9	5	5	5	6	7	6	9	9	10	6
강원	정선군	남평초등학교	4	4	4	6	6	6	5	5	5	4	4	5	5	5	3	30	35	40	39	36	28	26	22	26	20	22	25	25	23	14
강원	정선군	백전초등학교	3	3	4	4	4	4	3	4	5	5	4	4	4	5	5	21	19	20	17	17	17	12	20	24	18	13	12	15	21	24
강원	정선군	백전초등학교용소분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	정선군	벽탄초등학교	6	4	4	3	3	4	4	5	5	5	5	5	4	5	5	38	28	19	17	15	21	22	25	25	19	23	24	21	33	28
강원	정선군	봉양초등학교	7	7	7	8	8	7	7	7	7	7	8	7	7	7	7	157	138	127	113	103	89	82	86	101	108	109	118	119	120	105
강원	정선군	북평초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	108	100	100	104	87	72	68	64	72	64	66	72	61	54	41
강원	정선군	북평초등학교숙암분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	정선군	사북초등학교	13	13	13	13	13	14	13	14	13	13	13	13	13	12	13	358	328	295	255	227	257	252	236	242	234	243	244	228	223	211
강원	정선군	사음초등학교	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	82	95	79	88	78	0	0	0	0	0	0	0	0	0	0
강원	정선군	여량초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	86	88	93	80	68	66	52	45	45	47	47	44	43	40	39
강원	정선군	여량초등학교구절분교장	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	12	9	2	5	1	0	0	0	0	0	0	0	0	0	0
강원	정선군	예미초등학교	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	60	64	63	53	55	63	62	63	69	73	75	65	57	56	51
강원	정선군	예미초등학교고성분교장	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	7	5	4	2	2	0	0	0	0	0	0	0	0	0	0
강원	정선군	예미초등학교운치분교장	3	3	2	3	3	3	2	3	2	2	2	2	2	2	2	8	8	6	8	9	7	5	6	5	4	6	3	5	4	4
강원	정선군	임계초등학교	7	7	8	7	7	8	7	7	7	7	7	7	7	7	7	144	153	141	111	112	92	86	81	84	94	85	83	73	67	61
강원	정선군	임계초등학교군대분교장	3	3	3	3	1	0	0	0	0	0	0	0	0	0	0	9	8	6	6	2	0	0	0	0	0	0	0	0	0	0
강원	정선군	임계초등학교도전분교장	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	정선군	임계초등학교문래분교장	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	정선군	정선초등학교	23	23	23	23	24	24	23	23	22	22	23	23	21	21	19	669	657	632	593	557	520	486	456	452	458	421	438	406	394	366
강원	정선군	정선초등학교가수분교장	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	12	7	6	4	5	10	7	8	4	6	7	6	6	8	6
강원	정선군	증산초등학교	7	7	7	7	7	7	8	8	8	8	8	8	7	7	7	125	125	112	95	84	91	101	96	91	88	92	82	61	62	59
강원	정선군	함백초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	126	116	99	97	78	67	62	56	54	61	52	54	53	49	48
강원	정선군	화동초등학교	7	6	6	6	6	6	6	6	6	6	7	7	6	7	6	78	58	54	50	44	38	32	34	43	44	44	41	35	31	24
강원	정선군	화동초등학교북동분교장	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	철원군	강포초등학교	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	22	21	10	4	0	0	0	0	0	0	0	0	0	0	0
강원	철원군	근남초등학교	6	6	6	6	6	7	8	7	7	7	7	7	7	7	7	109	106	117	121	129	129	116	103	112	103	84	77	82	93	81
강원	철원군	김화초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	64	52	47	49	57	68	73	80	98	91	92	52	58	53	48
강원	철원군	내대초등학교	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	54	60	47	42	31	29	25	22	35	43	36	32	39	40	45
강원	철원군	도창초등학교	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	25	19	15	15	12	12	9	10	9	7	5	10	11	9	8
강원	철원군	동송초등학교	29	30	34	36	36	37	37	36	33	32	31	30	30	30	30	923	933	993	941	890	878	849	787	722	678	677	664	642	633	596
강원	철원군	마현초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	철원군	묘장초등학교	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	52	53	56	52	53	42	41	37	39	39	32	28	27	30	28
강원	철원군	문혜초등학교	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	139	123	90	78	73	67	77	64	60	66	68	58	51	49	54
강원	철원군	서면초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	129	122	115	105	115	95	94	93	96	92	78	71	57	59	50
강원	철원군	신철원초등학교	24	24	24	25	25	27	25	24	23	22	21	19	18	19	19	705	681	696	656	604	580	524	476	463	417	398	383	378	378	397
강원	철원군	오덕초등학교	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	155	137	141	128	111	90	100	98	87	90	79	86	77	70	59
강원	철원군	와수초등학교	15	14	15	14	14	14	14	13	13	13	13	13	11	11	10	418	383	342	302	271	250	230	208	206	192	190	171	160	172	159
강원	철원군	용정초등학교	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	47	45	44	41	42	46	57	61	60	65	60	48	37	36	46
강원	철원군	장흥초등학교	6	6	6	6	6	6	6	7	6	8	7	6	6	6	6	63	62	58	53	41	37	48	76	87	109	99	84	60	61	48
강원	철원군	철원초등학교	14	14	14	14	14	15	14	13	12	13	13	12	11	10	7	379	379	332	305	261	250	232	226	212	206	213	194	174	135	127
강원	철원군	청양초등학교	7	7	7	7	7	7	8	8	8	8	8	9	9	8	8	77	80	66	70	71	85	98	105	98	103	112	130	126	122	125
강원	철원군	토성초등학교	6	6	6	6	6	6	6	6	6	6	5	5	4	4	4	60	48	41	35	33	29	33	27	25	25	26	21	17	18	22
강원	춘천시	가산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	77	60	54	49	51	48	51	55	65	70	85	84	82	77	74
강원	춘천시	가정초등학교	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	춘천시	광판초등학교	7	7	7	7	7	7	7	7	6	6	6	6	5	5	5	63	62	62	60	54	57	63	62	54	50	47	43	33	27	37
강원	춘천시	교동초등학교	14	15	13	12	12	13	12	12	11	10	9	7	7	7	7	385	331	283	227	212	200	176	167	152	155	137	122	116	96	85
강원	춘천시	근화초등학교	13	13	12	13	13	12	13	13	13	13	13	12	12	12	13	320	285	250	256	236	221	213	251	237	218	209	212	210	206	218
강원	춘천시	금병초등학교	7	7	7	9	11	9	10	12	13	13	13	11	12	12	13	87	69	76	179	145	135	138	166	187	183	190	180	184	177	207
강원	춘천시	금산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	69	69	69	78	83	76	70	71	71	72	77	84	87	87	89
강원	춘천시	남부초등학교	41	43	41	41	41	41	38	40	38	37	38	37	40	34	32	1548	1459	1377	1297	1278	1183	1079	1068	1018	1004	980	997	1054	784	736
강원	춘천시	남산초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	122	121	116	116	111	96	79	75	76	82	74	73	77	71	59
강원	춘천시	남산초등학교서천분교장	0	3	1	1	2	2	3	4	3	4	4	4	3	3	3	0	7	4	2	7	14	8	11	10	13	14	13	12	11	8
강원	춘천시	남춘천초등학교	31	29	26	24	23	22	20	20	19	19	18	18	18	19	26	1015	875	814	711	646	580	535	511	465	434	410	386	384	408	558
강원	춘천시	당림초등학교	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3	25	24	19	18	17	16	18	17	13	9	12	13	13	12	11
강원	춘천시	동내초등학교	9	10	11	11	12	13	13	14	14	16	17	18	18	17	17	236	233	218	220	201	196	191	221	259	296	321	355	345	332	318
강원	춘천시	동부초등학교	29	31	28	27	26	25	23	21	21	21	20	21	21	19	20	1021	968	885	821	724	633	579	537	521	488	483	491	446	405	383
강원	춘천시	동춘천초등학교	17	16	16	15	14	14	14	14	13	13	13	12	13	13	13	430	408	364	313	296	283	267	260	253	254	239	248	233	246	231
강원	춘천시	만천초등학교	7	14	22	29	33	35	39	39	39	39	45	45	45	46	41	135	311	583	784	907	1006	1130	1091	1100	1134	1147	1113	1080	1021	896
강원	춘천시	봄내초등학교	48	48	47	47	44	42	40	38	36	37	35	35	35	30	25	1760	1714	1580	1462	1372	1240	1131	1047	1000	970	935	916	909	673	601
강원	춘천시	봉의초등학교	16	15	14	11	10	10	10	13	14	15	16	16	15	14	13	436	372	327	257	223	182	170	233	266	291	314	337	318	288	285
강원	춘천시	부안초등학교	33	32	31	32	30	26	26	25	22	20	22	25	30	34	37	1075	1033	951	891	778	680	628	584	511	477	484	608	762	824	871
강원	춘천시	상천초등학교	7	7	7	7	7	7	7	8	8	8	7	7	7	7	7	144	138	123	120	108	126	131	123	122	121	118	111	109	103	102
강원	춘천시	서상초등학교	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	41	45	40	42	49	47	61	62	66	65	60	57	59	63	70
강원	춘천시	서천초등학교	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	춘천시	석사초등학교	29	31	33	33	33	33	33	34	35	35	35	36	36	32	33	941	938	1019	990	969	921	917	947	890	890	919	921	851	759	749
강원	춘천시	성림초등학교	34	36	36	36	36	36	42	42	41	41	42	42	42	42	40	1193	1292	1314	1311	1349	1299	1267	1202	1151	1146	1115	1141	1152	1029	942
강원	춘천시	성원초등학교	48	50	52	52	49	48	46	43	42	40	39	40	39	36	34	1774	1774	1757	1633	1517	1337	1261	1200	1124	1080	1053	1037	992	869	791
강원	춘천시	소양초등학교	36	38	39	37	37	39	38	37	38	38	39	38	38	41	41	1252	1283	1222	1158	1147	1100	1062	993	1011	982	991	974	949	1003	981
강원	춘천시	송화초등학교	3	3	3	4	5	6	6	6	6	6	6	6	6	6	6	27	20	18	26	29	39	50	52	43	39	37	32	35	40	35
강원	춘천시	신남초등학교	18	18	19	18	18	16	16	16	16	17	17	16	15	15	15	541	530	491	461	435	386	402	368	351	373	352	335	312	312	294
강원	춘천시	신동초등학교	13	13	13	12	11	12	14	14	14	14	14	14	14	14	16	338	317	283	246	229	210	264	269	293	303	283	284	276	279	357
강원	춘천시	오동초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	59	50	46	49	48	51	43	39	42	40	58	62	75	86	93
강원	춘천시	우석초등학교	34	32	31	28	26	26	26	26	24	23	22	21	21	21	20	1133	1078	977	845	790	723	692	615	546	539	511	519	492	452	438
강원	춘천시	장학초등학교	0	0	0	0	0	0	0	15	23	28	30	33	36	36	36	0	0	0	0	0	0	0	313	488	617	683	789	840	829	819
강원	춘천시	조양초등학교	7	6	6	7	7	7	7	7	7	6	6	6	6	6	6	70	52	49	53	53	56	56	66	66	67	65	59	60	59	60
강원	춘천시	중앙초등학교	8	7	7	7	7	7	10	8	9	10	13	16	18	19	20	160	126	105	97	82	71	74	127	147	154	296	366	407	423	412
강원	춘천시	지촌초등학교	6	6	6	6	6	6	6	6	5	5	6	5	6	4	5	55	50	52	43	37	34	29	29	27	30	30	26	29	21	24
강원	춘천시	지촌초등학교지암분교장	4	6	5	5	6	5	6	5	4	3	3	4	4	3	3	24	25	24	23	26	19	21	15	12	14	10	15	16	15	14
강원	춘천시	천전초등학교	7	7	7	7	7	7	7	8	8	8	8	8	8	8	7	91	85	78	82	74	80	79	93	110	110	102	96	107	114	91
강원	춘천시	추곡초등학교	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	13	12	12	11	12	9	8	9	11	11	11	14	13	10	8
강원	춘천시	춘천교육대학교부설초등학교	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	502	498	485	487	484	475	458	444	443	437	436	433	437	422	405
강원	춘천시	춘천삼육초등학교	7	7	8	8	8	9	9	9	10	10	11	11	11	11	12	169	167	172	184	186	192	221	224	232	236	255	260	242	263	283
강원	춘천시	춘천초등학교	19	18	17	15	15	14	14	14	16	18	16	15	15	16	24	544	525	469	419	392	369	337	329	340	368	359	328	325	355	509
강원	춘천시	퇴계초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	34	41	0	0	0	0	0	0	0	0	0	0	0	0	0	797	999
강원	춘천시	호반초등학교	25	23	22	21	19	17	16	16	16	15	14	15	15	15	14	798	731	630	567	489	398	358	326	293	279	280	303	288	289	276
강원	춘천시	효제초등학교	18	17	16	15	13	12	13	13	12	12	10	11	10	9	9	515	450	423	338	304	274	269	234	209	200	193	189	160	162	147
강원	춘천시	후평초등학교	31	28	27	25	23	23	21	20	17	17	18	17	16	17	16	940	911	828	724	647	559	523	467	427	400	398	375	342	335	319
강원	태백시	동점초등학교	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	55	42	38	34	32	31	30	30	34	35	28	32	24	18	20
강원	태백시	미동초등학교	3	4	4	4	5	5	5	5	6	6	6	6	6	6	6	22	29	28	25	23	25	18	27	26	27	38	34	31	35	29
강원	태백시	미동초등학교하사미분교장	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	태백시	삼성초등학교	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	130	111	102	86	81	70	63	56	45	44	48	52	55	47	44
강원	태백시	상장초등학교	11	12	12	12	13	12	12	13	13	12	12	13	12	12	11	232	213	212	210	229	201	206	188	189	209	221	224	194	190	170
강원	태백시	장성초등학교	8	8	9	8	8	8	7	7	7	7	7	7	7	7	7	203	178	163	135	108	94	88	97	105	106	105	89	89	83	74
강원	태백시	철암초등학교	7	7	7	8	8	7	6	6	6	6	6	7	7	7	7	157	143	129	98	101	100	72	67	59	60	51	42	44	42	33
강원	태백시	철암초등학교백산분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	태백시	태백초등학교	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	94	86	67	71	75	68	66	51	46	40	41	38	35	38	34
강원	태백시	태서초등학교	9	8	7	7	7	7	7	7	7	7	7	7	7	7	7	163	143	132	116	73	60	60	65	61	67	75	72	67	60	53
강원	태백시	통리초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	135	97	72	55	58	51	42	34	33	28	34	40	63	66	64
강원	태백시	함태초등학교	7	6	6	6	6	6	6	6	6	7	8	7	6	7	6	76	84	87	88	97	94	91	75	81	102	113	121	115	112	103
강원	태백시	화전초등학교	3	3	2	3	3	3	1	0	0	0	0	0	0	0	0	16	13	12	13	14	10	3	0	0	0	0	0	0	0	0
강원	태백시	황지중앙초등학교	16	17	19	19	20	22	24	21	22	22	22	23	22	20	18	453	472	460	447	436	430	475	463	462	465	474	467	420	379	337
강원	태백시	황지초등학교	50	50	50	50	50	50	50	50	51	50	48	48	43	42	43	1628	1598	1528	1441	1362	1264	1220	1210	1185	1140	1079	1050	963	938	909
강원	평창군	가평초등학교	3	4	4	4	4	3	3	3	2	2	1	2	0	0	0	22	24	24	22	15	12	13	10	7	4	4	5	0	0	0
강원	평창군	거문초등학교	5	5	5	5	6	6	6	6	5	5	5	5	6	6	6	44	43	32	28	30	28	30	29	26	27	30	36	46	38	34
강원	평창군	거문초등학교신기분교장	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
강원	평창군	계촌초등학교	7	7	6	7	7	7	7	7	7	6	7	6	6	6	6	47	47	42	47	57	51	58	44	38	34	30	32	29	33	36
강원	평창군	계촌초등학교대미분교장	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	6	7	6	3	0	0	0	0	0	0	0	0	0	0	0
강원	평창군	대관령초등학교	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	52	58	63	59	54	60	59
강원	평창군	대화초등학교	11	10	10	10	10	10	9	10	9	8	8	8	7	7	7	246	236	213	199	177	153	148	138	123	106	117	113	102	101	102
강원	평창군	도성초등학교	3	4	4	4	4	3	4	5	5	5	6	6	6	6	6	24	21	20	16	14	8	17	25	27	28	32	39	37	38	35
강원	평창군	도암초등학교	6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	56	66	79	65	67	71	62	62	0	0	0	0	0	0	0
강원	평창군	두일초등학교	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
